product,review_id,rating,title,date,text
"Generic Kitchen Sink Set of Different Shapes, Sizes and Colors (Digital Screen Stainless Nano 5 Button Kitchen Sink, 75 cm x 48 cm, Black)",R3RJLU15CI07KE,1.0,الخامه,22 October 2025,الخامه ضعيفه جدا
"Generic Kitchen Sink Set of Different Shapes, Sizes and Colors (Digital Screen Stainless Nano 5 Button Kitchen Sink, 75 cm x 48 cm, Black)",R2MO69AIVMZV04,5.0,مريم,26 January 2025,خامة كويسة انصح بالشراء
"Generic Kitchen Sink Set of Different Shapes, Sizes and Colors (Digital Screen Stainless Nano 5 Button Kitchen Sink, 75 cm x 48 cm, Black)",R2XRRNGVF1HPJM,5.0,عدي,25 January 2025,خامة ممتازة وسعر مناسب
"Generic Kitchen Sink Set of Different Shapes, Sizes and Colors (Digital Screen Stainless Nano 5 Button Kitchen Sink, 75 cm x 48 cm, Black)",R2GVNUUXDUUH7B,5.0,ممتاز,2 May 2025,خامة ممتازة شكرا
"Generic Kitchen Sink Set of Different Shapes, Sizes and Colors (Digital Screen Stainless Nano 5 Button Kitchen Sink, 75 cm x 48 cm, Black)",R34CSMM9Z83SJC,5.0,هدير,26 January 2025,منتجات البائع ده ممتازة انصح بالشراء
"Black Stainless Steel Nano Undermount/Drop in Waterfall Single Bowl Kitchen Sink With Pull-Out Faucet,Knob Control Workstation Sink Cup Washer,Drainage Basket & Accessories (31.5 * 17.7 * 8.3in)",R1Y56RP46SS3CI,,,15 April 2024,"???
Read more"
"Black Stainless Steel Nano Undermount/Drop in Waterfall Single Bowl Kitchen Sink With Pull-Out Faucet,Knob Control Workstation Sink Cup Washer,Drainage Basket & Accessories (31.5 * 17.7 * 8.3in)",RLBWYR82UV4S3,,,4 May 2025,"Received many compliments. Very aesthetic
Read more"
"Black Stainless Steel Nano Undermount/Drop in Waterfall Single Bowl Kitchen Sink With Pull-Out Faucet,Knob Control Workstation Sink Cup Washer,Drainage Basket & Accessories (31.5 * 17.7 * 8.3in)",R1GAH5L8TLNFQE,,,14 February 2025,"pas standard mais je m'ajuste je verrais bien par la suite, Robinet déjà défectueux acheter le mois d'Octobre 2024 je suis très déçu!!!..."
"Black Stainless Steel Nano Undermount/Drop in Waterfall Single Bowl Kitchen Sink With Pull-Out Faucet,Knob Control Workstation Sink Cup Washer,Drainage Basket & Accessories (31.5 * 17.7 * 8.3in)",R2FM3QJN8DMZRD,,,29 March 2024,"The sink and faucet are not black. It’s dark grey and shiny. Close to stainless steel colour. Doesn’t match my kitchen and I can’t return it already. The photo doesn’t reflect the actual colour
Read more"
"Black Stainless Steel Nano Undermount/Drop in Waterfall Single Bowl Kitchen Sink With Pull-Out Faucet,Knob Control Workstation Sink Cup Washer,Drainage Basket & Accessories (31.5 * 17.7 * 8.3in)",R12ESL1BNZOEBI,,,25 October 2024,"Haven't had this installed for a year yet and it's already peeling... so frustrating.
Read more"
حوض مطبخ روكا كبير 85 * 50 شامل الصرف 6 بوصة و الققطاعة الخشب و الصفاية ستانلس,R1O8F5QNN26B5Y,5.0,منتج ممتاز قيمه مقابل سعر,31 December 2023,المنتج ممتاز وخامة محترمة والمشتملات رائعة شكرا روكا شكرا امزون
حوض مطبخ روكا كبير 85 * 50 شامل الصرف 6 بوصة و الققطاعة الخشب و الصفاية ستانلس,R1RNGJOU7JW7SQ,1.0,بلد الصنع والماركة وماهو سمك الاستانلس ستيل ودرجته,15 September 2024,!؟؟
Stainless Steel Kitchen Sink (50-by-80 sink model 102),R17MRNIFA4VNOI,5.0,راااائع,25 April 2023,الحوض راااائع و المقاس مظبوط شكرا أمازون
Stainless Steel Kitchen Sink (50-by-80 Basin Model 103),R2VZMV78N83KYM,3.0,…. ماهو نوع الحوض؟. ……هل الحوض ٨٠/٥٠  سم المعلن ب ٢٣٠٠جم شامل طبق الصرف و السدادة؟,15 June 2023,مطلوب حوض آستانلس للمطبخ
"Intelligence Waterfall Basin Sink, Single Bowl Kitchen Sink 304 Stainless Steel, Workstation Kitchen Sink With Pull-Out Tap, Chopping Board, Cup Washer (Color : Black-Grey, Size : 68x46cm)",RMJG68ZTOJ8ZI,3.0,مشكله في المقاسات,30 August 2025,الحوض جودته كويسه ولكن المقاس الذي استلمناه اكبر من المقاس المدون علي الموقعنرجو تصحيح الابعاد علي الموقع أو تسليم العميل المقاس المطلوبالمقاس المدون ٦٨والمقاس المستلم ٧٥وللاسف تم إرجاعه
"Asil Stainless Steel Kitchen Sink, Silver,",RRCL6UBIH82N0,4.0,حوض مطبخ استانلس,17 March 2022,40x35 ممكن مقاس ..  واحد مللي
Smart Kitchen Sink (Stainless Steel Square Corner Undersurface Double Kitchen Sink),R1C8LZ3DIOKL29,5.0,منتج عملي ومثل الصوره,5 January 2025,المنتج حلو جداااا
Smart Kitchen Sink (Stainless Steel Square Corner Undersurface Double Kitchen Sink),R2I0YHTJ9B2WTI,5.0,منتج رائع جدا,6 January 2025,ممتاز
Stainless Steel Kitchen Sink (Kitchen Sink 31in by 44cm Double Drain Inclusive Original Drain),R2QJYXILMOIAA0,5.0,بيركب في الرخامه؟,30 April 2023,بيركب في الرخام؟
"Smart Kitchen Sink with Digital Display,Nano 304 Stainless Steel Kitchen Sink with Flying Rain, Pull-Out Faucet, Pressurized Cup Washer and Sink Accessories",R1K8IZDSHMM6TD,1.0,غير المعروض,23 February 2025,اللي وصل ملوش علاقة بالصور
"Black Kitchen Sink, Waterfall Single Bowl Sink with LED TEMP Display, Stainless Steel Smart Workstation Kitchen Sink with Pull Down Sprayhead Faucet & Accessories (31.5 x 17.7in)",RB03C7QY896V1,1.0,انصح بعدم الشررررررررراء بائع غير امين,21 March 2025,الحوض جالي ناقص الحنفيات والمقابض ومش هو نفس الموديل اللي طلبته وامازون مش رضيه ترجعه
"Black Kitchen Sink, Waterfall Single Bowl Sink with LED TEMP Display, Stainless Steel Smart Workstation Kitchen Sink with Pull Down Sprayhead Faucet & Accessories (31.5 x 17.7in)",R2P3VQUOP1P5DX,1.0,سيء جدا,27 March 2025,غير اصلي وبيجي ناقص الحنفيات يعني حله بس وملهاش لزمه
"Black Kitchen Sink, Waterfall Single Bowl Sink with LED TEMP Display, Stainless Steel Smart Workstation Kitchen Sink with Pull Down Sprayhead Faucet & Accessories (31.5 x 17.7in)",RZ3DUUAETQANV,,,14 June 2024,"The sink itself I loved until I found out that I couldn't attach the garbage disposal.  The drain of the sink is not made to attach a garbage disposal.  That was a deal breaker for me.
Read more"
Stainless Steel SUS304 Stainless Steel Bathroom Accessory Set (Silver Stainless Sink Soaper)),RYZFVD6469ZKJ,5.0,جوده وخامه كويسه,7 August 2025,خامه وتشطيب محترم
Stainless Steel SUS304 Stainless Steel Bathroom Accessory Set (Silver Stainless Sink Soaper)),R2UU0RXITYMZ41,1.0,Very bad plastic and aluminum,9 November 2025,"Expect it to be missing pieces, with a cheap lightweight plastic coated with metal and aluminum pieces. Listing says stainless steel, but it far from it!!
Read more"
Stainless Steel SUS304 Stainless Steel Bathroom Accessory Set (Silver Stainless Sink Soaper)),R3L0OEB71DBZ8B,5.0,يونس,25 January 2025,منتج جيد انصح بالشراء
Stainless Steel SUS304 Stainless Steel Bathroom Accessory Set (Silver Stainless Sink Soaper)),RQMY2YEG0UWZZ,5.0,مريم,26 January 2025,خامة كويسة انصح بالشراء
Stainless Steel SUS304 Stainless Steel Bathroom Accessory Set (Silver Stainless Sink Soaper)),R2X0B8D1BFD0GU,4.0,Need to ensure contents before receiving,21 May 2025,"Product is the same quality is fair to the price but one of the covers to protect sharp edge is lost
Read more"
Stainless Steel SUS304 Stainless Steel Bathroom Accessory Set (Silver Stainless Sink Soaper)),R3C1MX3JQZUUJ,1.0,Very bad material,23 December 2025,"Very bad material
Read more"
Stainless Steel SUS304 Stainless Steel Bathroom Accessory Set (Silver Stainless Sink Soaper)),R33OTE1FPTC54H,5.0,عدي,25 January 2025,خامة ممتازة وسعر مناسب
Stainless Steel SUS304 Stainless Steel Bathroom Accessory Set (Silver Stainless Sink Soaper)),R1T7DYYK1BYWK,1.0,ردئ,27 August 2025,ردئ شكله مختلف عن اللي في الصورة، وتقفيله ردئ
"Turkish Stainless Steel Kitchen Sink Asil Drainage and Mixer 85cm by 50Cm, Depth 22Cm, Thickness 8 Mm)",R4Y46KHDUATXS,5.0,Good product,1 January 2026,"Working good
Read more"
"Turkish Stainless Steel Kitchen Sink Asil Drainage and Mixer 85cm by 50Cm, Depth 22Cm, Thickness 8 Mm)",R3OHNS5TMCNDMU,5.0,روعة,26 April 2025,جميل و حجم يستوعب قدر كبير من الأطباق و الحلل و شيك جدا
"Turkish Stainless Steel Kitchen Sink Asil Drainage and Mixer 85cm by 50Cm, Depth 22Cm, Thickness 8 Mm)",R1W9XLETVR4RJA,1.0,حوض مطبخ,20 April 2022,المنتج جاني مخبوط من الجنب  اتواصل مع مين؟
"CLUSTER Modern Nano 304 Grade Stainless Steel Single Bowl Handmade Black Color Kitchen Sink With Waterfall Faucet/Abs Soap Dispenser/Cup Washer / 2-Drain Basket, 30X18X9 Inches, Black",R3IKIXJB4J0Q5L,,,22 January 2024,"Sink is leaking from day one and no response from the company.very disappointing.
Read more"
"CLUSTER Modern Nano 304 Grade Stainless Steel Single Bowl Handmade Black Color Kitchen Sink With Waterfall Faucet/Abs Soap Dispenser/Cup Washer / 2-Drain Basket, 30X18X9 Inches, Black",R2BI9WGE6PZGM9,,,19 July 2024,"Good product
Read more"
"CLUSTER Modern Nano 304 Grade Stainless Steel Single Bowl Handmade Black Color Kitchen Sink With Waterfall Faucet/Abs Soap Dispenser/Cup Washer / 2-Drain Basket, 30X18X9 Inches, Black",R1Q6553K7K6XMO,,,11 July 2023,"Received the product in good condition, perfectly packed and all the items as described. Wonderful product with many useful accessories. Adds touch of elegance and functionality to my kitchen. Moreover excellent support from the seller, prompt reply for any queries.
Read more"
"CLUSTER Modern Nano 304 Grade Stainless Steel Single Bowl Handmade Black Color Kitchen Sink With Waterfall Faucet/Abs Soap Dispenser/Cup Washer / 2-Drain Basket, 30X18X9 Inches, Black",R3K3KBJ6DWG53D,,,19 January 2025,"Need 0.5 hp pressure pump to fork fine without pressure pump spray not work properly
Read more"
"CLUSTER Modern Nano 304 Grade Stainless Steel Single Bowl Handmade Black Color Kitchen Sink With Waterfall Faucet/Abs Soap Dispenser/Cup Washer / 2-Drain Basket, 30X18X9 Inches, Black",R29JUT7NAULERM,,,10 February 2024,"Sink is leaking day one
Read more"
Stainless Steel Kitchen Sink,R2N8FVZAL531RU,1.0,سئ جدا,2 February 2023,منتج سئ جدا و خامه سيئة جدا ده لا يمكن يكون تركي اصلي وطلبت إرجاعه
Stainless Steel Kitchen Sink,RGF5CVTW9NHU1,5.0,ممتاز,5 December 2021,منتج رائع كما موضح بالاعلان تماما ومعاه كل حاجته مسامير التثبيت والصرف ... حقيقى ممتاز
Sink Floor (Premium Stainless Steel Bathroom Sink Floor (Rose Gold))),R1V7EDALZS2SDV,5.0,شكرًا لك، منتج رائع!,30 March 2025,شكرًا لك، منتج رائع!
Sink Floor (Premium Stainless Steel Bathroom Sink Floor (Rose Gold))),R1D4KM5T1TRQ75,5.0,جميل جدا,5 November 2024,ستانلس ستيل و مقاسه مظبوط حسب المواصفات لكن السعر غالى شويه
Sink Floor (Premium Stainless Steel Bathroom Sink Floor (Rose Gold))),R88NP2SIGW5VM,5.0,Loved it,23 September 2024,"Thanks for the useful info and being honest about the details
Read more"
Sink Floor (Premium Stainless Steel Bathroom Sink Floor (Rose Gold))),RT481GKZBXZBR,5.0,منتج جميل,25 September 2024,منتج ممتاز غير قابل للصدا و تغليفه ممتاز
Sink Floor (Premium Stainless Steel Bathroom Sink Floor (Rose Gold))),R1323WB3EALDSA,5.0,جميل جدا,21 December 2024,مفيد جداااا
Sink Floor (Premium Stainless Steel Bathroom Sink Floor (Rose Gold))),R1MCDYA6AC259N,5.0,ممتاذ جدا تركي,28 September 2024,منتج تركي وخامه ممتاذةشكرا للبائع
Sink Floor (Premium Stainless Steel Bathroom Sink Floor (Rose Gold))),R1SBWN0PJMFFT8,5.0,منتج جيدجدا,24 August 2024,منتج ممتاز و تغليفه رائع جداو سهل الاستخدام
Sink Floor (Premium Stainless Steel Bathroom Sink Floor (Rose Gold))),R1VLPY62Y29DOP,5.0,منتج رائع جداً,30 December 2024,منتج جميل اوى واستخدامته عديده وكما وصفه البائع ومنتج جميل
"Kitchen Faucets with Pull Down Sprayer, Brushed Nickel High Arc RV Laundry Bar Commercial Sink Faucet, 1 or 3 Hole Stainless Steel Single Handle Faucets for Kitchen Sink with Deck Plate",RYUNNNGQ2TNJ8,,,2 January 2026,"¡¡¡Excelente!!!
Read more"
"Kitchen Faucets with Pull Down Sprayer, Brushed Nickel High Arc RV Laundry Bar Commercial Sink Faucet, 1 or 3 Hole Stainless Steel Single Handle Faucets for Kitchen Sink with Deck Plate",R3RUFCR73QZ6PP,,,27 November 2025,"Best faucet I ever put on my sink
Read more"
"Kitchen Faucets with Pull Down Sprayer, Brushed Nickel High Arc RV Laundry Bar Commercial Sink Faucet, 1 or 3 Hole Stainless Steel Single Handle Faucets for Kitchen Sink with Deck Plate",RD6R58R2Z0TRN,,,27 November 2025,"Sooo very happy + got a gr8 Black Friday deal.
Read more"
"Kitchen Faucets with Pull Down Sprayer, Brushed Nickel High Arc RV Laundry Bar Commercial Sink Faucet, 1 or 3 Hole Stainless Steel Single Handle Faucets for Kitchen Sink with Deck Plate",R251E28WZILIGU,,,19 May 2024,"Not sure why the much more expensive one that I've had for years had such poor water pressure. It finally  got so bad It needed replacement. And no the screen in the head or nozzles were not pluged. This one is just has more water flow than the other one ever had. Installation was a bit tricky however. All the lines will not fit through the hand tightening securing tube at the same time. Disconnect the faucet line and feed it and one water line first. Then insert the securing tube and while it is way up in the bottom of the sink wrangle the other water line through the securing tube. Hard to describe but once you attempt the installation it will make sense. Tighten the securing tube as much as possible while the faucet is about 90 counter clockwise from where you want it  Now hold the securing tube while someone above rotates the faucet clockwise to the final position.
Read more"
"Kitchen Faucets with Pull Down Sprayer, Brushed Nickel High Arc RV Laundry Bar Commercial Sink Faucet, 1 or 3 Hole Stainless Steel Single Handle Faucets for Kitchen Sink with Deck Plate",R2H6JUN598LG3A,,,7 July 2025,"I am moving in six months and my kitchen faucet went up. I did not want to spend a lot of money on a new faucet hence this purchase. Well well well. This faucet is nicer: looks better and works better than my expensive brand name faucet. My plumber liked it, too, and asked where I got it. I am thrilled! Highly recommend!!
Read more"
Smart Kitchen Sink with Waterfall Dark Grey Stainless Steel with Removable Thickened Tap Kitchen Sink with LED Digital Temperature Display (75 x 45 cm),R158WYX7F5LTO1,1.0,جه ناقص وصلات و الشاشه مش شغاله,12 January 2025,جالي من غير وصلتين يعني في زرارين شكل بس و الشاشه مش شغاله والخامه وحشه جدا، ولما اتواصلت معاهم عشان ابدلوا معملوش حاجه و بطلو يردو
Smart Kitchen Sink with Waterfall Dark Grey Stainless Steel with Removable Thickened Tap Kitchen Sink with LED Digital Temperature Display (75 x 45 cm),R3A15F95GJX85Q,,,30 August 2023,"Se ve muy bonito y viene exacto como se ve en las imágenes pero si tiene algunos detalles a considerar: la instalación es un poco laboriosa si no sabes de plomeria es mejor dejarlo a manos de un experto debido a que una de las llaves (la fria) no se pudo instalar y mejor las cambie por un juego de llaves nuevo, la llave que abre y cierra el desagüe es de menor calidad de como se ve en el video (es de plástico no de metal) y el contador de temperatura y agua se apaga al usar la llave de cascada. Sin duda es buen producto pero con detalles actualizaré después de 3 meses de uso"
Smart Kitchen Sink with Waterfall Dark Grey Stainless Steel with Removable Thickened Tap Kitchen Sink with LED Digital Temperature Display (75 x 45 cm),R15T4YNG8HOPVD,,,21 August 2024,"La tarja llego en excelente estado, con todos sus accesorios tal como en las imágenes, fácil de instalar"
